Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Square Footage,Square Footage Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Phone,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
Front page,https://www.allegrovolleyball.com/site3/,Denville,NJ,School,volleyball,Unclear,,,,,George,Mon,Founder,(973) 983-0625,gmon@allegrovolleyball.com,info@allegrovolleyball.com,,,,,,,allegrovolleyball.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.allegrovolleyball.com/site3/ | https://www.allegrovolleyball.com/site3/travel-info-2027 | https://www.allegrovolleyball.com/site3/node/122 | https://www.allegrovolleyball.com/site3/about-what-we-do | https://www.allegrovolleyball.com/site3/coaches,Playwright,https://allegrovolleyball.com,https://www.allegrovolleyball.com/site3/,
Garden Communities,https://www.gardencommunities.com/,Roseland,NJ,Unknown,basketball,Unclear,,,,,,,,(332) 241-5255,,,,,,,,,gardencommunities.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.gardencommunities.com/ | https://www.gardencommunities.com/About-Us.aspx | https://www.gardencommunities.com/Contact-Us.aspx | https://www.gardencommunities.com/Properties/NY/NY-Apartments-Rentals.aspx,Playwright,https://gardencommunities.com,https://www.gardencommunities.com/,
Garden State Elite Volleyball Club,https://gsevc.com/,C MIne Hill,NJ,School,volleyball,Unclear,,,,,,,,(862) 284-1858,,admin@gsevc.com,,,,,,,gsevc.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://gsevc.com/ | https://gsevc.com/club/about | https://gsevc.com/club/leadership | https://gsevc.com/club/facility | https://gsevc.com/club/grassprogram | https://gsevc.com/club/contactus,Playwright,https://gsevc.com,https://gsevc.com/,
Hackensack Golf Club,https://hgc.org/,Emerson,NJ,Private Club,tennis,Unclear,,,,,,,,(201) 261-5500,hgcmemberinformation@hgc.org,info@hgc.org,,,,,,,hgc.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://hgc.org/,Playwright,https://hgc.org,https://hgc.org/,
Hoop Dreamz,https://hoopdreamz.org/,Westwood,NJ,College / University,basketball,Unclear,,,,,,,,,billy@hoopdreamz.org,info@hoopdreamz.org,,,,,,,hoopdreamz.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://hoopdreamz.org/ | https://hoopdreamz.org/about-billy-armstrong/ | https://hoopdreamz.org/about-us/ | https://hoopdreamz.org/about-billy-armstrong/testimonials/ | https://hoopdreamz.org/programs/ | https://hoopdreamz.org/programs/coach-billy-armstrong-coaching-clinic/ | https://hoopdreamz.org/programs/s-m-a-r-t-players/,Playwright,https://hoopdreamz.org,https://hoopdreamz.org/,
Hoop Heaven,https://hoopheaven.com/,Waldwick,NJ,Indoor Sports Complex,basketball,Unclear,,,,,,,,(973) 382-9449,,,,,,,,,hoopheaven.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://hoopheaven.com/ | https://hoopheaven.com/contact-us/ | https://hoopheaven.com/whippany/ | https://hoopheaven.com/bridgewater/ | https://hoopheaven.com/waldwick/ | https://hoopheaven.com/rentals/ | https://hoopheaven.com/locations/,Playwright,https://hoopheaven.com,https://hoopheaven.com/,
Hub Lakes Sports,https://hub-lakes.com/,,NJ,Unknown,volleyball,Unclear,,,,,Hub,League,President,(973) 592-9804,,,hub@hub-lakes.com,hub.league@hub-lakes.com,hubleague@hub-lakes.com,hleague@hub-lakes.com,h.league@hub-lakes.com,hubl@hub-lakes.com,hub-lakes.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: phone. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://hub-lakes.com/,Playwright,https://hub-lakes.com,https://hub-lakes.com/,
"Hudson County Tennis League, Servicing Hudson and Bergen Counties",https://tennishudsoncounty.com/,HudsonCounty,NJ,Racquet / Tennis Club,tennis,Unclear,4,"COUNTY Bayonne - Bayonne City Park 198 W 16th St., Bayonne NJ 07002 0 Matches Played Here 4 Courts Lighted Bayonne - Bayonne HS 669 Ave. A, Bayonne NJ 07002 0 Matches Played Here 4 Courts",,,,,,,tennisnewyork@gmail.com,,,,,,,,tennishudsoncounty.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://tennishudsoncounty.com/ | https://tennishudsoncounty.com/thanks/partner_flow | https://tennishudsoncounty.com/HudsonCounty-Tennis-Courts | https://tennishudsoncounty.com/thanks/partner_flow.htm | https://tennishudsoncounty.com/Hudson-Tennis-Lessons | https://tennishudsoncounty.com/info/contact-email,Playwright,https://tennishudsoncounty.com,https://tennishudsoncounty.com/,
Hudson Wave Volleyba,https://www.hudsonwavevolleyball.com/,Hoboken,NJ,College / University,tennis; basketball; volleyball,Unclear,,,,,,,,(929) 888-7949,,info@hudsonwavevolleyball.com,,,,,,,hudsonwavevolleyball.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.hudsonwavevolleyball.com/ | https://www.hudsonwavevolleyball.com/about | https://www.hudsonwavevolleyball.com/staff | https://www.hudsonwavevolleyball.com/contact-us,Playwright,https://hudsonwavevolleyball.com,https://www.hudsonwavevolleyball.com/,
ILCC Denville NJ,https://www.indianlakenj.com/,,NJ,Private Club,basketball; volleyball,Unclear,,,,,,,,,,,,,,,,,indianlakenj.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.indianlakenj.com/ | https://www.indianlakenj.com/about-us | https://www.indianlakenj.com/contact-us | https://www.indianlakenj.com/membership | https://www.indianlakenj.com/membership-options | https://www.indianlakenj.com/rentals,Playwright,https://indianlakenj.com,https://www.indianlakenj.com/,
Irvington Recreation - The Honorable Mayor Tony Vauss,https://tonyvauss.com/,Irvington,NJ,Unknown,tennis; basketball,Unclear,,,,,,,,(973) 968-5767,donations@tonyvauss.com,info@tonyvauss.com,,,,,,,tonyvauss.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://tonyvauss.com/ | https://tonyvauss.com/about-me/ | https://tonyvauss.com/tonys-leadership/ | https://tonyvauss.com/contact/,Playwright,https://tonyvauss.com,https://tonyvauss.com/,
Jersey City Soccer League,https://www.jcasl.com/,Jersey City,NJ,Unknown,futsal,Unclear,,,,,,,,(201) 855-9762,ivan@jcasl.com,,,,,,,,jcasl.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.jcasl.com/,Playwright,https://jcasl.com,https://www.jcasl.com/,
Jr. 76ers Basketball Camps,https://www.jr76erscamps.com/,Pennsylvania,NJ,College / University,basketball,Unclear,,,,,,,,(610) 668-7676,,info@jr76erscamps.com,,,,,,,jr76erscamps.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.jr76erscamps.com/ | https://www.jr76erscamps.com/contact,Playwright,https://jr76erscamps.com,https://www.jr76erscamps.com/,
Kulture,https://www.basketballkulture.com/,,NJ,School,basketball,Unclear,,,,,,,,(201) 956-3587,staff@basketballkulture.com,,,,,,,,basketballkulture.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.basketballkulture.com/,Playwright,https://basketballkulture.com,https://www.basketballkulture.com/,
Lake Valhalla Club Montville NJ : Private Club : Public Banquet Services,https://www.lakevalhallaclub.com/,Montville,NJ,School,tennis; volleyball,Unclear,,,,,,,,(973) 334-3190,,,,,,,,,lakevalhallaclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.lakevalhallaclub.com/ | https://www.lakevalhallaclub.com/About_LVC | https://www.lakevalhallaclub.com/About_LVC/Contact-Us | https://www.lakevalhallaclub.com/About_LVC/Directions | https://www.lakevalhallaclub.com/About_LVC/Story-of-Lake-Valhalla,Playwright,https://lakevalhallaclub.com,https://www.lakevalhallaclub.com/,
Login,https://ducklink.stevens.edu/home_login,Hoboken,NJ,Private Club,badminton,Unclear,,,,,,,,,ducklink@stevens.edu,,,,,,,,stevens.edu,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://ducklink.stevens.edu/home_login,Playwright,https://ducklink.stevens.edu,https://ducklink.stevens.edu/home_login,
MBP Basketball,https://www.mbpbasketball.club/,,NJ,School,basketball,Unclear,,,,,,,,,,info@mbpbasketball.club,,,,,,,mbpbasketball.club,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.mbpbasketball.club/ | https://www.mbpbasketball.club/about-us,Playwright,https://mbpbasketball.club,https://www.mbpbasketball.club/,
"Meadowlands Sports Complex in New Jersey, United States",https://meadowlands-sports-complex.sportsgrounds.us.com/,East Rutherford,NJ,Indoor Sports Complex,tennis; basketball; volleyball; badminton; squash,Unclear,,,,,,,,(201) 935-8500,,,,,,,,,meadowlands-sports-complex.sportsgrounds.us.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://meadowlands-sports-complex.sportsgrounds.us.com/,Playwright,https://meadowlands-sports-complex.sportsgrounds.us.com,https://meadowlands-sports-complex.sportsgrounds.us.com/,
"Millburn High School (Millburn, NJ) Athletics",https://www.millburnathletics.com/,Millburn,NJ,School,tennis; basketball; volleyball,Unclear,,,,,Peter,Kane,Athletic Director,(973) 564-7130,,,peter@millburnathletics.com,peter.kane@millburnathletics.com,peterkane@millburnathletics.com,pkane@millburnathletics.com,p.kane@millburnathletics.com,peterk@millburnathletics.com,millburnathletics.com,Needs Review,"Court sports found, but indoor/outdoor not stated. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://www.millburnathletics.com/ | https://www.millburnathletics.com/directory | https://www.millburnathletics.com/facilities,Playwright,https://millburnathletics.com,https://www.millburnathletics.com/,
Millburn-Short Hills Historical Society,https://mshhistsoc.org/,Short Hills,NJ,School,tennis,Unclear,,,,,,,,(973) 327-3258,,info@mshhistsoc.org,,,,,,,mshhistsoc.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://mshhistsoc.org/ | https://mshhistsoc.org/about/ | https://mshhistsoc.org/membership/,Playwright,https://mshhistsoc.org,https://mshhistsoc.org/,
Minisink Swim and Racquet Club,https://minisinkclub.com/,Chatham,NJ,Racquet / Tennis Club,tennis,Unclear,,,,,,,,(973) 635-9819,,membership@minisinkclub.com,,,,,,,minisinkclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://minisinkclub.com/,Playwright,https://minisinkclub.com,https://minisinkclub.com/,
Mitchell Squash,https://mitchellsquash.com/,Chatham,NJ,Racquet / Tennis Club,squash,Unclear,,,,,Geoff,Mitchell,Program Director,(973) 377-1900,geoff@mitchellsquash.com,,,,,,,,mitchellsquash.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://mitchellsquash.com/ | https://mitchellsquash.com/junior-program/ | https://mitchellsquash.com/program-lesson-rates-juniors/ | https://mitchellsquash.com/program-lesson-rates-adults/ | https://mitchellsquash.com/pro-staff-bios/ | https://mitchellsquash.com/contact/,Playwright,https://mitchellsquash.com,https://mitchellsquash.com/,
Morris Basketball Academy,https://www.morrisbasketballacademy.com/,Succasunna,NJ,College / University,basketball,Unclear,,,,,,,,(973) 476-3250,morrisbasketballacademy@gmail.com,,,,,,,,morrisbasketballacademy.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.morrisbasketballacademy.com/,Playwright,https://morrisbasketballacademy.com,https://www.morrisbasketballacademy.com/,
Morris County Golf Club,https://morriscgc.com/,Morristown,NJ,Private Club,pickleball; tennis,Unclear,4,"Club boasts eight highly maintained har-tru (clay) tennis courts, two bocce ball courts, four pickleball courts, four paddle courts, a racquet pro shop and a paddle hut for members only and their guest",,,,,,(973) 539-7200,,info@morriscgc.commorris,,,,,,,morriscgc.commorris,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://morriscgc.com/ | https://morriscgc.com/public/about-the-club/about-us | https://morriscgc.com/public/banquets-and-facilities | https://morriscgc.com/public/contact-us,Playwright,https://morriscgc.com,https://morriscgc.com/,
"Mount Glen Lakes West Milford, NJ",https://mountglenlakes.com/,West Milford,NJ,Unknown,volleyball,Unclear,,,,,,,,,mtglenlakes@gmail.com,,,,,,,,mountglenlakes.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://mountglenlakes.com/ | https://mountglenlakes.com/clubhouse-rental | https://mountglenlakes.com/short-term-rentals | https://mountglenlakes.com/contact-us | https://mountglenlakes.com/about,Playwright,https://mountglenlakes.com,https://mountglenlakes.com/,
Mountain Lakes Club,https://mountainlakesclub.com/,Mountain Lakes,NJ,Private Club,tennis,Unclear,,,,,,,,(973) 334-4610,member_relations@mountainlakesclub.com,,,,,,,,mountainlakesclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://mountainlakesclub.com/ | https://mountainlakesclub.com/membership | https://mountainlakesclub.com/contact-us,Playwright,https://mountainlakesclub.com,https://mountainlakesclub.com/,
My Site,https://www.carloscuetobasketball.online/,,NJ,School,basketball,Unclear,,,,,,,,(201) 207-1672,carloscuetobasketball@gmail.com,,,,,,,,carloscuetobasketball.online,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.carloscuetobasketball.online/ | https://www.carloscuetobasketball.online/contact | https://www.carloscuetobasketball.online/about,Playwright,https://carloscuetobasketball.online,https://www.carloscuetobasketball.online/,
New Jersey High School Sports,https://highschoolsports.nj.com/,,NJ,College / University,basketball; volleyball,Unclear,,,,,,,,,,,,,,,,,highschoolsports.nj.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://highschoolsports.nj.com/,Playwright,https://highschoolsports.nj.com,https://highschoolsports.nj.com/,
New Jersey Men's Platform Tennis Association,https://njflex.tenniscores.com/?mod=nndz-TjJiOWtOR2sxTnhI,,NJ,Racquet / Tennis Club,tennis,Unclear,,,,,,,,(732) 466-7813,,,,,,,,,njflex.tenniscores.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://njflex.tenniscores.com/?mod=nndz-TjJiOWtOR2sxTnhI,Playwright,https://njflex.tenniscores.com,https://njflex.tenniscores.com/?mod=nndz-TjJiOWtOR2sxTnhI,
New Jersey State Interscholastic Athletic Association,https://www.njsiaa.org/,,NJ,Unknown,tennis; volleyball,Unclear,,,,,,,,,,,,,,,,,njsiaa.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.njsiaa.org/ | https://www.njsiaa.org/contact | https://www.njsiaa.org/student/six-special-individuals-are-inducted-njsiaa-hall-fame,Playwright,https://njsiaa.org,https://www.njsiaa.org/,
"Next Play Performance | Athlete Training | Adult Fitness | Active Recovery | Cam Hoo | Wyckoff | Bergen County, NJ",https://www.nextplayperformance.com/,Wyckoff,NJ,Health Club,basketball,Unclear,,,,,,,,(516) 492-8915,nextplayperformance.nj@gmail.com,,,,,,,,nextplayperformance.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.nextplayperformance.com/ | https://www.nextplayperformance.com/gym-membership | https://www.nextplayperformance.com/trainer-gym-rental | https://www.nextplayperformance.com/about | https://www.nextplayperformance.com/contact,Playwright,https://nextplayperformance.com,https://www.nextplayperformance.com/,
Nomahegan Swim and Tennis Club,https://www.nomahegan.net/,Westfield,NJ,Racquet / Tennis Club,pickleball; tennis; basketball; volleyball,Unclear,6,"cres of premier land in Westfield, Nomahegan offers our two award-winning swimming pools, six tennis courts….read more 00:00 00:00 Mute Settings Enter fullscreen 00:00 Play Video is not available o",,,,,,(908) 232-6313,,info@nomahegan.net,,,,,,,nomahegan.net,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.nomahegan.net/ | https://www.nomahegan.net/the-facility | https://www.nomahegan.net/membership-application | https://www.nomahegan.net/contact-us | https://www.nomahegan.net/our-history,Playwright,https://nomahegan.net,https://www.nomahegan.net/,
Nutley Abundant Life Worship Center,https://nutleyalwc.org/,Nutley,NJ,Unknown,volleyball,Unclear,,,110000,"lwc Instagram @nutleyalwc In 2000, Aslan Court was created inside a beautifully renovated 110,000 sq. ft. building that houses the vibrant Nutley Abundant Life Worship Center Church and its dyna",,,,(973) 667-4329,,,,,,,,,nutleyalwc.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://nutleyalwc.org/ | https://nutleyalwc.org/about-us/ | https://nutleyalwc.org/facilities/ | https://nutleyalwc.org/garden-court/ | https://nutleyalwc.org/aslan-court-gym/ | https://nutleyalwc.org/contact-us/,Playwright,https://nutleyalwc.org,https://nutleyalwc.org/,
NYSC,https://www.newyorksportsclubs.com/,,NJ,Private Club,squash,Unclear,,,,,,,,(202) 296-7733,,,,,,,,,newyorksportsclubs.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.newyorksportsclubs.com/ | https://www.newyorksportsclubs.com/new-member-programs/ | https://www.newyorksportsclubs.com/about-us/ | https://www.newyorksportsclubs.com/contact-us,Playwright,https://newyorksportsclubs.com,https://www.newyorksportsclubs.com/,
Packanack Lake,https://packanacklake.com/,Wayne,NJ,Country Club,tennis,Unclear,,,,,,,,(973) 694-0094,,office@packanacklake.com,,,,,,,packanacklake.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://packanacklake.com/ | https://packanacklake.com/membership/membership.html,Playwright,https://packanacklake.com,https://packanacklake.com/,
Packanack Lake Swim Club,https://www.packanacklakeswimclub.com/,Wayne,NJ,Private Club,tennis,Unclear,,,,,,,,,,,,,,,,,packanacklakeswimclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.packanacklakeswimclub.com/ | https://www.packanacklakeswimclub.com/about | https://www.packanacklakeswimclub.com/contact-us,Playwright,https://packanacklakeswimclub.com,https://www.packanacklakeswimclub.com/,
Palisades Swim Club,https://palisadesswimclub.com/,,NJ,Private Club,basketball; volleyball,Unclear,,,,,,,,,palisadesswimclub@gmail.com,,,,,,,,palisadesswimclub.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://palisadesswimclub.com/ | https://palisadesswimclub.com/membership/join/ | https://palisadesswimclub.com/contact/ | https://palisadesswimclub.com/membership/manage-account/ | https://palisadesswimclub.com/membership/payments/ | https://palisadesswimclub.com/membership/,Playwright,https://palisadesswimclub.com,https://palisadesswimclub.com/,
Peak Sports Academy,https://peaksportsacademynj.com/,Mountainside,NJ,School,basketball; volleyball,Unclear,1,r team. BASKETBALL BIRTHDAYS LAY UP PACKAGE UP TO 15 KIDS | $550 Includes: Private use of 1 court & sports equipment (basketballs/ necessary sport materials) for 1 hour Party room (30 min,,,,,,(908) 232-1349,celebrate@peaksportsacademynj.com,info@peaksportsacademynj.com,,,,,,,peaksportsacademynj.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://peaksportsacademynj.com/ | https://peaksportsacademynj.com/about-us/ | https://peaksportsacademynj.com/contact-us/ | https://peaksportsacademynj.com/facility/birthday-parties/ | https://peaksportsacademynj.com/township-rentals/,Playwright,https://peaksportsacademynj.com,https://peaksportsacademynj.com/,
"Pequannock Township, NJ",https://peqtwp.org/,Pompton Plains,NJ,Unknown,pickleball; tennis; basketball,Unclear,3,one ... 400 Acres of parkland · 4 Baseball fields · 7 Softball fields · 6 Soccer fields · 3 Basketball courts · 3 Tennis courts · 6 Pickleball courts · Lakes ... 400 Acres of parkland · 4 Baseball fi,,,,,,(973) 835-5700,,,,,,,,,peqtwp.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://peqtwp.org/ | https://peqtwp.org/31/About-the-Community | https://peqtwp.org/m/directory,Playwright,https://peqtwp.org,https://peqtwp.org/,
Pickleball.com,https://pickleball.com/,Brooklyn,NJ,Pickleball Club,pickleball,Unclear,,,,,Michael,Brown,President,,,,michael@pickleball.com,michael.brown@pickleball.com,michaelbrown@pickleball.com,mbrown@pickleball.com,m.brown@pickleball.com,michaelb@pickleball.com,pickleball.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://pickleball.com/ | https://pickleball.com/learn/pickleball-iq-five-ways-to-outsmart-your-opponent | https://pickleball.com/fashion/leigh-waters-is-owning-pickleball-style-on-and-off-the-court | https://pickleball.com/news/pickleball-com-launches-game-maker-on-national-pickleball-day,Playwright,https://pickleball.com,https://pickleball.com/,
Pinecliff Lake,https://pineclifflake.org/,West Milford,NJ,Private Club,tennis,Unclear,,,,,,,,,,,,,,,,,pineclifflake.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://pineclifflake.org/ | https://pineclifflake.org/membership/ | https://pineclifflake.org/membership/merchandise/ | https://pineclifflake.org/clubhouse-rentals/ | https://pineclifflake.org/contact-us/,Playwright,https://pineclifflake.org,https://pineclifflake.org/,
Private Pre K-8 School in New Jersey,https://www.fhcds.org/,Far Hills,NJ,School,pickleball,Unclear,,,,,,,,(908) 766-0622,,,,,,,,,fhcds.org,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.fhcds.org/ | https://www.fhcds.org/about | https://www.fhcds.org/about/head-of-school-welcome | https://www.fhcds.org/about/mission-and-values | https://www.fhcds.org/about/school-leadership | https://www.fhcds.org/about/faculty-and-staff | https://www.fhcds.org/about/careers,Playwright,https://fhcds.org,https://www.fhcds.org/,
Proam Pickleball Clu,https://www.proampb.com/,Mahwah,NJ,Pickleball Club,pickleball,Unclear,,,,,,,,,,,,,,,,,proampb.com,Needs Review,"Court sports and paid access found, but indoor/outdoor not stated. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.proampb.com/,Playwright,https://proampb.com,https://www.proampb.com/,
